family,layer,order_k,critic_seed,representation_dim,target_dim,n_samples,n_train,n_val,n_test,subset_masks,null_cube_shift,best_step,final_training_step,best_val_mi,test_mi,test_product_shuffle_sd,heldout_joint_minus_mismatch_score
primary,28,1,11,2560,1,32840,29408,980,2452,1;2;4;8,0,600,850,1.0967478454113007,0.3132988214492798,0.08884098273918296,3.263737201690674
primary,28,1,23,2560,1,32840,29408,980,2452,1;2;4;8,0,675,925,1.0556323528289795,0.48965855439503986,0.10882560155329468,4.042617321014404
primary,28,1,37,2560,1,32840,29408,980,2452,1;2;4;8,0,525,775,1.0357985496520996,0.5519474546114603,0.05056714665474642,3.278144359588623
primary,28,2,11,2560,1,49260,44112,1470,3678,3;5;6;9;10;12,0,500,750,1.7955175638198853,-0.11173645655314128,0.033491127594990046,1.9229373931884766
primary,28,2,23,2560,1,49260,44112,1470,3678,3;5;6;9;10;12,0,750,1000,2.151086926460266,-0.027390678723653156,0.029183463419752444,2.910820484161377
primary,28,2,37,2560,1,49260,44112,1470,3678,3;5;6;9;10;12,0,975,1000,2.1755400896072388,-0.3698232173919678,0.07382412130612108,3.4521374702453613
primary,28,3,11,2560,1,32840,29408,980,2452,7;11;13;14,0,375,625,0.6073665618896484,-0.38002405563990277,0.026831653973038067,0.38824182748794556
primary,28,3,23,2560,1,32840,29408,980,2452,7;11;13;14,0,450,700,0.4679504632949829,-0.5917403896649679,0.03588007996641596,0.5264223217964172
primary,28,3,37,2560,1,32840,29408,980,2452,7;11;13;14,0,500,750,0.5193261504173279,-0.6121192375818888,0.04496766310677336,0.5950791835784912
primary,28,4,11,2560,1,8210,7352,245,613,15,0,50,300,-0.0015974082052707672,-0.00010047829709947109,0.00040270441325735096,0.0003517806762829423
primary,28,4,23,2560,1,8210,7352,245,613,15,0,50,300,-0.001438237726688385,-0.0002543876568476359,0.00013776129102356196,0.00019691139459609985
primary,28,4,37,2560,1,8210,7352,245,613,15,0,50,300,0.0006716921925544739,5.823870499928792e-06,0.0006566163336905403,0.00011453032493591309
primary,29,1,11,2560,1,32840,29408,980,2452,1;2;4;8,0,525,775,0.7256744503974915,0.25369004408518475,0.045187704447042225,2.859649181365967
primary,29,1,23,2560,1,32840,29408,980,2452,1;2;4;8,0,550,800,0.7239242792129517,0.2918187777201335,0.04070154441605338,2.7894577980041504
primary,29,1,37,2560,1,32840,29408,980,2452,1;2;4;8,0,300,550,0.6292072534561157,1.043421467145284,0.05636468617826668,1.7247518301010132
primary,29,2,11,2560,1,49260,44112,1470,3678,3;5;6;9;10;12,0,650,900,1.3619344234466553,0.014850238958994547,0.0488992211560117,2.4809417724609375
primary,29,2,23,2560,1,49260,44112,1470,3678,3;5;6;9;10;12,0,650,900,1.3621389865875244,0.005363047122955322,0.026023596268974658,2.793381929397583
primary,29,2,37,2560,1,49260,44112,1470,3678,3;5;6;9;10;12,0,775,1000,1.6176106929779053,0.07644871870676677,0.02855966402559076,3.1490941047668457
primary,29,3,11,2560,1,32840,29408,980,2452,7;11;13;14,0,375,625,0.4946795478463173,-0.4521716833114624,0.017984855584947678,0.4592381715774536
primary,29,3,23,2560,1,32840,29408,980,2452,7;11;13;14,0,400,650,0.542739637196064,-0.516779621442159,0.023384134892594853,0.4071747064590454
primary,29,3,37,2560,1,32840,29408,980,2452,7;11;13;14,0,350,600,0.5719396471977234,-0.36747246980667114,0.022350974982353906,0.4188750386238098
primary,29,4,11,2560,1,8210,7352,245,613,15,0,50,300,-0.0011372538428986445,-0.0005285117464760939,0.0005368180309627146,0.00020209280773997307
primary,29,4,23,2560,1,8210,7352,245,613,15,0,50,300,0.00010912120342254639,4.7519803047180176e-05,0.00027441785122886094,2.1964311599731445e-05
primary,29,4,37,2560,1,8210,7352,245,613,15,0,50,300,-0.0019069686532020569,-0.0007425645987192789,0.00026177931735564655,-0.0001434534788131714
null_control,30,1,11,2560,1,32840,29408,980,2452,1;2;4;8,1,475,725,0.7972910404205322,0.8218757112820944,0.07258988266707284,2.4272305965423584
null_control,30,1,23,2560,1,32840,29408,980,2452,1;2;4;8,1,550,800,0.5995230674743652,0.3884107271830241,0.09244625157975424,2.7137887477874756
null_control,30,1,37,2560,1,32840,29408,980,2452,1;2;4;8,1,525,775,0.5635052248835564,0.5109956512848536,0.03398328768559512,2.5212647914886475
primary,30,1,11,2560,1,32840,29408,980,2452,1;2;4;8,0,400,650,0.6460266709327698,0.93707275390625,0.07452592572667496,2.524092674255371
primary,30,1,23,2560,1,32840,29408,980,2452,1;2;4;8,0,400,650,0.642791748046875,0.7884778181711832,0.07487787395637961,2.252896308898926
primary,30,1,37,2560,1,32840,29408,980,2452,1;2;4;8,0,300,550,0.7736788988113403,1.0234272877375286,0.021350967629659538,2.1049439907073975
null_control,30,2,11,2560,1,49260,44112,1470,3678,3;5;6;9;10;12,1,375,625,1.1197552680969238,0.40289413928985596,0.014205469990087491,1.6136151552200317
null_control,30,2,23,2560,1,49260,44112,1470,3678,3;5;6;9;10;12,1,600,850,1.2534990310668945,0.24714056650797525,0.02004926587374823,2.2024800777435303
null_control,30,2,37,2560,1,49260,44112,1470,3678,3;5;6;9;10;12,1,775,1000,1.3960291147232056,-0.25672324498494464,0.03899305950885739,2.3865301609039307
primary,30,2,11,2560,1,49260,44112,1470,3678,3;5;6;9;10;12,0,925,1000,1.2936865091323853,-0.29065823554992676,0.08603646118645707,3.1770873069763184
primary,30,2,23,2560,1,49260,44112,1470,3678,3;5;6;9;10;12,0,475,725,1.1894065141677856,0.0709022084871928,0.027864011967064343,2.1210262775421143
primary,30,2,37,2560,1,49260,44112,1470,3678,3;5;6;9;10;12,0,775,1000,1.2354190349578857,0.026816805203755695,0.03970530980662506,2.972893714904785
null_control,30,3,11,2560,1,32840,29408,980,2452,7;11;13;14,1,475,725,0.5108830332756042,-0.32318538427352905,0.0413803336729539,0.6650212407112122
null_control,30,3,23,2560,1,32840,29408,980,2452,7;11;13;14,1,425,675,0.5085629224777222,-0.3801667094230652,0.06121292976354487,0.7081939578056335
null_control,30,3,37,2560,1,32840,29408,980,2452,7;11;13;14,1,600,850,0.413249671459198,-0.6502827604611715,0.03936675094966311,0.8008031249046326
primary,30,3,11,2560,1,32840,29408,980,2452,7;11;13;14,0,325,575,0.5742418766021729,-0.22896325588226318,0.03009147186127969,0.3839108943939209
primary,30,3,23,2560,1,32840,29408,980,2452,7;11;13;14,0,425,675,0.5203001499176025,-0.4455321431159973,0.02703127431711028,0.43154770135879517
primary,30,3,37,2560,1,32840,29408,980,2452,7;11;13;14,0,350,600,0.5122905969619751,-0.4117806951204936,0.03070704503885523,0.2772461175918579
null_control,30,4,11,2560,1,8210,7352,245,613,15,1,50,300,-0.0022802194580435753,-0.001157790111998717,0.00019633774412214228,-0.0003542741760611534
null_control,30,4,23,2560,1,8210,7352,245,613,15,1,75,325,0.0002441108226776123,-0.002850845456123352,0.0008940332617233605,-0.002601638436317444
null_control,30,4,37,2560,1,8210,7352,245,613,15,1,100,350,0.0011318251490592957,-0.013186221321423849,0.003930663779985954,0.0010580569505691528
primary,30,4,11,2560,1,8210,7352,245,613,15,0,50,300,-0.002834359183907509,-0.0005030008809020122,0.00026075155478270435,1.8068705685436726e-05
primary,30,4,23,2560,1,8210,7352,245,613,15,0,50,300,8.87066125869751e-05,-0.00010650356610616048,0.0004252959476012571,-0.00017414987087249756
primary,30,4,37,2560,1,8210,7352,245,613,15,0,50,300,-0.0015148073434829712,-0.0005520731210708618,0.0005469286867807471,-0.00038444995880126953
